date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:45	30931/30931	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:19%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/pricing/4.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/pricing/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:46	15824/15824	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/quot.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/quot.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:48	88016/88016	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/team/4.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/team/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:50	25543/25543	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:18%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/team/1.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/team/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:52	62905/62905	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:18%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/team/5.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/team/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:53	340906/340906	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:15%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/restaurant/1.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/restaurant/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:55	285423/285423	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:16%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/spa/2.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/spa/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:55	163173/163173	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:16%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/spa/3.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/spa/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:58	306240/306240	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:16%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/spa/1.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/spa/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:10:58	131531/131531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/1.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
